epoch,train_loss(total),test_loss(average),test_accuracy(average),grad_norm_per_epoch
1,1.0324156366545578,2.3015418076515197,0.1264,0.00042771315202116966
2,1.031542295525814,2.3011217641830446,0.131,0.00020914158085361123
3,1.0313458211463074,2.30070294380188,0.1346,0.00020405689429026097
4,1.0310911212501854,2.300282597541809,0.1395,0.00021318600920494646
5,1.0308044182843175,2.2998634338378907,0.1422,0.0002064506261376664
6,1.0306418265762,2.2994440531730653,0.147,0.00022046839876566082
7,1.0304050615121578,2.2990231800079344,0.1518,0.00020542836864478886
8,1.0301803160330345,2.298600478172302,0.1572,0.00021818000823259354
9,1.02998113118369,2.298182899951935,0.1612,0.00020190766372252256
10,1.0297309694619015,2.2977637004852296,0.1642,0.00019867581431753933
11,1.0295065559189895,2.2973445439338684,0.1681,0.00020333653083071113
12,1.029268574098061,2.296922426223755,0.1728,0.00020838483760599047
13,1.0290686693684807,2.296504201889038,0.1776,0.00020854041213169694
14,1.028749817918087,2.29608567237854,0.1817,0.0002171745290979743
15,1.028541347589986,2.2956644678115845,0.1859,0.00020052073523402214
16,1.0283273807887374,2.2952458930015562,0.1891,0.00020693159603979439
17,1.028123068912276,2.294821937084198,0.1935,0.00020651020167861134
18,1.0278800808150192,2.29439831495285,0.197,0.00021419099357444793
19,1.0277319493992576,2.2939775228500365,0.1994,0.00020263354235794395
20,1.0274847828108689,2.29355642080307,0.2024,0.00020012965251225978
21,1.0272159391436084,2.2931322383880617,0.2045,0.0002070373884635046
22,1.02706751741212,2.2927093863487245,0.2079,0.00020734171266667545
23,1.026810163053973,2.2922864675521852,0.2101,0.00020235108968336135
24,1.026475883763412,2.2918652296066284,0.2125,0.0002029446914093569
25,1.0264001041650772,2.2914437794685365,0.2152,0.00021390167239587754
26,1.0261578195053955,2.291020720005035,0.2179,0.00020035398483742028
27,1.0257913156830032,2.2905949091911317,0.2202,0.00020699134620372206
28,1.025661950995182,2.290169417858124,0.2235,0.00020117788517381996
29,1.0253698157853093,2.289740655422211,0.2259,0.00020244542974978685
30,1.025181333566534,2.2893127274513243,0.2289,0.00021556745923589915
31,1.0250480992013011,2.288887040615082,0.232,0.00020525888248812407
32,1.024756076520887,2.2884562253952025,0.2354,0.00021124091290403157
33,1.0244508149295017,2.288026838302612,0.2381,0.00020877188944723457
34,1.024174242697913,2.287591621875763,0.2407,0.00021031353389844298
35,1.024103407715929,2.287159552574158,0.245,0.00020752151613123715
36,1.023799283751126,2.286726677417755,0.2504,0.00019671731570269912
37,1.0235494046375668,2.2862909293174742,0.2552,0.00020627325284294784
38,1.023276999592781,2.285858204364777,0.2595,0.00021423313592094928
39,1.023178578964595,2.2854224252700805,0.2629,0.00020508572924882174
40,1.0228919356033719,2.2849858951568605,0.2667,0.00020527481683529913
41,1.0226419090197003,2.2845481491088866,0.2709,0.00020921595569234341
42,1.0224190344070565,2.284108214378357,0.2754,0.00020874239271506667
43,1.0220751104683712,2.2836682915687563,0.28,0.00020590846543200314
44,1.022001379522784,2.283226866722107,0.2846,0.00020643822790589184
45,1.021754087045275,2.282784411907196,0.2891,0.00020428663992788643
46,1.0214586519989475,2.282341470718384,0.2927,0.00021281202498357743
47,1.0212826821310768,2.2818955254554747,0.2966,0.00021134954295121133
48,1.02084547075732,2.2814457631111145,0.3,0.0002057586971204728
49,1.0208923405614392,2.2809970283508303,0.3043,0.00021434650989249349
50,1.0204671420927705,2.2805460810661318,0.3083,0.0002147136692656204
51,1.0202897771679122,2.280095784664154,0.3114,0.0002194899570895359
52,1.020132587901477,2.279644148349762,0.3155,0.00021030132484156638
53,1.0198960340228573,2.2791911292076112,0.3187,0.00020663789473474026
54,1.019597881313028,2.2787334728240967,0.3212,0.00021458698029164225
55,1.0195201825478981,2.278278875350952,0.3246,0.00020989660697523504
56,1.019093468785286,2.277820792198181,0.3276,0.00021884393936488777
57,1.018880182812954,2.2773606824874877,0.3299,0.0002139323769370094
58,1.0186972027194912,2.2768988823890686,0.331,0.00021453735826071352
59,1.0184048989723469,2.276436905860901,0.3328,0.00021769225713796914
60,1.0182034378421718,2.2759708070755007,0.3341,0.00022077059838920832
61,1.017725485666045,2.275501127243042,0.3361,0.0002155118709197268
62,1.0176376479453053,2.275032727718353,0.3375,0.00021867960458621383
63,1.0172427949206582,2.27455904006958,0.3392,0.00021635828306898475
64,1.017171369030558,2.2740864372253418,0.341,0.00021670313435606658
65,1.0168590016406158,2.2736086654663086,0.3422,0.00021865166490897536
66,1.0165880240243057,2.273131151199341,0.3434,0.00022187369177117944
67,1.0163263056812615,2.2726500177383424,0.3443,0.00021322988322935998
68,1.0160646233065376,2.272163782119751,0.3456,0.00022428460943046957
69,1.0158774205322922,2.2716792607307434,0.3463,0.00021329097216948867
70,1.015575043086348,2.2711959671974182,0.3477,0.00021578579617198557
71,1.0153735804146733,2.270707869529724,0.3488,0.00021842628484591842
72,1.0149717012356068,2.2702184176445006,0.3492,0.0002201484894612804
73,1.0149194084364792,2.269726421833038,0.3502,0.00022998575877863914
74,1.0145492980192448,2.269231951236725,0.3514,0.00021185590594541281
75,1.0143615510956994,2.2687346529960633,0.3525,0.0002237290609627962
76,1.0139594458300492,2.2682387924194334,0.3538,0.0002215833665104583
